name,geometry_resto
El cisne azul,POINT (440896.4828175276 4474899.226020267)
Cristina Oria,POINT (441655.6220064771 4474793.250684812)
Colonial Norte,POINT (438882.06838111853 4474802.208995743)
Santerra,POINT (442471.5290006201 4475592.371999812)
Vips,POINT (439135.7885231149 4476161.17015666)
El Garnacho,POINT (448403.674251662 4482077.336273023)
Morao,POINT (441769.0626309096 4476448.640450925)
Araldo,POINT (440776.7529127615 4474339.887671299)
Pizzeria Fratelli Figurato,POINT (440815.3115344716 4476716.569771863)
Hot Now,POINT (440786.9838604087 4474760.776967405)
La Tasqueria,POINT (442864.77678857907 4474839.761507123)
Restaurante Fuego,POINT (441663.37977845443 4476416.271645028)
Lara Grill,POINT (440680.0692379277 4476385.351359682)
Lara Grill,POINT (440794.5727589697 4475129.714094709)
Ganges,POINT (442481.55177253054 4478775.862769292)
Nantes,POINT (441012.84465594665 4471168.112095474)
El Cacique,POINT (441888.9853816499 4479341.901493387)
Castizo,POINT (446553.32376539323 4472615.611463531)
Casa Pepe,POINT (440451.04365696164 4472991.208082185)
Cucurucho,POINT (442000.2438904381 4479839.860018143)
Restaurante Cabo do Mundo,POINT (441320.5053005272 4479295.295490252)
El Palike,POINT (442828.6221090046 4474865.746180596)
El Güelu Madrid,POINT (441253.26275711297 4478689.479449345)
La Nueva Troje,POINT (440334.5659058794 4474718.57420915)
Shina Tora Ya,POINT (441752.301821014 4475235.114438567)
El 41,POINT (441753.817456422 4475245.659367849)
Quispe,POINT (440982.0916175954 4475373.182350272)
Asador de Aranda,POINT (439979.32416239113 4474598.714440854)
Asador Llopis,POINT (447762.1390204192 4470474.494168689)
Bar Metropolitano,POINT (439649.00035532215 4477587.025489957)
Herjomar,POINT (439769.2792423036 4477625.620213995)
Bar Paris,POINT (439374.7233932406 4480859.362895434)
Mesón Toledo,POINT (439824.5665014429 4481051.27158064)
Cervecería Andalucía,POINT (439611.6345686548 4480846.135114328)
Cueva Carnívoros,POINT (440462.89559078746 4471023.018718206)
La Tagliatella,POINT (439961.5503378579 4481190.5182732595)
Tommy Mels,POINT (439963.5058472095 4481195.475734419)
Amazonia Chic,POINT (440009.7613886999 4481177.321174435)
Pomodoro,POINT (440004.86219296954 4481197.441799134)
La Sureña,POINT (440046.5818184935 4481203.490271881)
La mafia,POINT (440098.28697211854 4481219.083393495)
Cañas y tapas,POINT (440048.7875156 4481296.7858572975)
Mejillón,POINT (440985.80065360636 4475371.266029961)
Tahona de Ponzano,POINT (440686.3867264862 4476760.094025353)
La chula de chamberí,POINT (441212.6264837959 4475519.675238527)
la pilla,POINT (441027.97336942365 4475532.237801535)
Ruta 20,POINT (440454.8325117817 4476335.775207755)
Petit Appetit Monte Esquinza,POINT (441259.85939090047 4475304.2185492385)
Hojaldrería,POINT (440659.31965260056 4474461.957735125)
Nice To Meet You,POINT (439734.30719812034 4474989.670551218)
Nazaret,POINT (439594.9634691167 4480973.573667764)
Magasand,POINT (441639.5430595748 4474707.989776072)
Los Austrias,POINT (437813.06794948026 4476003.4888953045)
El quinto pecado,POINT (441067.6380426752 4472387.4374858085)
Hermanos Egea,POINT (440928.4034325322 4472397.735023571)
Taberna de la Elisa,POINT (440920.1503460491 4473794.358550318)
Fratelli Figurato,POINT (439719.63758522697 4476799.9698309675)
Âllo Pizza,POINT (439782.34907175513 4476779.717267211)
Escafandra,POINT (439733.421161999 4476554.433083078)
Poké Fish,POINT (439709.13025151397 4476298.468377648)
La Gastro Salvaje,POINT (440731.8395789852 4477443.903753188)
100 Montaditos,POINT (441023.1512351655 4472501.834784061)
Pan & Vino,POINT (440063.3860762894 4480862.195080982)
Rico Grill,POINT (439672.9859582498 4480506.921645631)
Ampudia,POINT (439366.66036688635 4477246.670466166)
Paolo,POINT (439389.2466919853 4477172.39021569)
DDiego,POINT (444491.41156131343 4477309.296024257)
Zahara,POINT (442980.0249792227 4472005.884040404)
Steak Burger,POINT (439993.92806064355 4474595.87785901)
La pizza è bella,POINT (440929.49383716076 4472722.630347392)
OVO Zarzuela,POINT (433401.83692730597 4479641.252267137)
Vips,POINT (433371.84412400814 4479650.333379941)
Taberna Valdepeñas,POINT (438512.2281624826 4473751.076591852)
La Costa Navarra,POINT (442453.61223057227 4475593.364312244)
Inari,POINT (442455.23199149495 4475624.233818901)
Stop 66,POINT (442477.62158891425 4475674.3921665745)
Terraza del Casino,POINT (440575.89066409395 4474383.393205131)
Gochü Sidrería Contemporánea,POINT (440415.2677228195 4477209.63743552)
La Terraza de Polack,POINT (447042.045203762 4476311.516010561)
Demimadre,POINT (447141.1692175173 4476387.787006319)
Capón,POINT (439598.47618424357 4472893.846065315)
Ditirambo,POINT (441286.5484017973 4476126.035557332)
La Alacena,POINT (441310.6568595936 4476270.266377432)
Chia,POINT (440188.0106972338 4476082.973010408)
Cantalejo,POINT (440070.70169113425 4476139.547089028)
Fellina,POINT (441093.92645932356 4475802.7973402785)
El Gallo Canta,POINT (440974.1809896543 4473882.51610313)
Casa Amadeo Los Caracoles,POINT (439971.64871725737 4473563.694039658)
La Tabla de Góngora,POINT (442803.854934851 4483386.394955927)
The Hat Rooftop Bar,POINT (440005.62894954154 4473978.986496104)
Restaurante Gastrohub,POINT (449844.5243713657 4482339.086983631)
La bellota,POINT (449832.55650654546 4482335.137762444)
Ōven mozzarella bar,POINT (440563.1863497977 4475167.245229755)
Frida,POINT (440870.15384676633 4475051.435004742)
Seducción a la Carta,POINT (440736.85616134165 4478476.341610105)
Kint,POINT (439941.5214749533 4476180.532892988)
La Fuentecilla,POINT (434920.4878679995 4478713.78863516)
Palacio del pollo,POINT (443693.6591633176 4471989.071750974)
Tierra del Fuego,POINT (450934.66480295046 4480587.374882011)
Bar Nostrum,POINT (444834.7737242514 4473073.117708357)
Pizzería,POINT (444857.49623760564 4473127.065640627)
La Jamoteca,POINT (444901.4566916446 4473149.676217872)
Mifreshushi,POINT (444936.82770815154 4473125.816735104)
Taberna Y Al Vino Vino,POINT (444923.11446100846 4473161.572297296)
La Birra Es Bella,POINT (444932.2094286267 4473165.9790189555)
Bacchvs,POINT (444994.2566708932 4473155.655318523)
Cerveceria Gost,POINT (444894.38326936786 4473146.697746434)
Moraima,POINT (444811.52109309356 4473104.003920539)
Bar Guacha,POINT (444802.9439836849 4473099.649034339)
Jungleking,POINT (440121.58160356147 4474138.253260116)
Food & Gol,POINT (442956.7712096385 4476618.922491278)
Oro Graso,POINT (442815.7263911016 4476720.88038568)
Solo de Croquetas,POINT (440648.6130976321 4474163.024178405)
Les Mauvais Garçons,POINT (440321.4060746391 4475093.493208672)
H10 bar,POINT (440538.49936877395 4473940.3961560745)
Restaurante hermanos Miguez,POINT (437434.1835876565 4473500.881020797)
Restaurante El Puchero,POINT (441872.74929083296 4479111.599097413)
Restaurante El Llar,POINT (440113.49482409086 4476267.906470275)
Casa Mundi,POINT (440042.58679554047 4476413.526514244)
La Botillería de Maxi,POINT (439909.4325094886 4473780.488774116)
La Alegría de la Huerta,POINT (440083.1000806914 4473537.859506658)
El Rincón de Jaén IV,POINT (443382.0099477826 4476427.974024342)
Tento,POINT (443459.2110918365 4482025.522381851)
Bar Welcome Restaurante,POINT (443293.281389816 4482220.741585858)
Chunda Bar,POINT (442658.3034930318 4474233.624578225)
Restaurante El Paleto,POINT (442865.3362990467 4474216.336602652)
Cafetería Restaurante Vianda,POINT (448085.36574331904 4483207.926893146)
Restaurante cafetería El Museo,POINT (450457.5258385588 4478106.106933116)
La Minoterie,POINT (440076.8387877729 4473560.26626063)
Shiray,POINT (447226.9055984166 4475322.0999327935)
Mama Dumplings,POINT (439757.52758760366 4474212.735726245)
Mariano,POINT (440872.9861609368 4473916.437730841)
El Cardeño,POINT (441919.4803282615 4477952.324005401)
Roostiq,POINT (440932.89714410773 4474829.5154740345)
Bar Restaurante A Todas Horas,POINT (445769.36861124606 4480698.338003534)
UDON,POINT (450181.76956758386 4477611.523413082)
Casa Carmen,POINT (450226.3342876577 4477629.409657241)
Arturo's,POINT (452216.9670085857 4473011.628438624)
Seven,POINT (452205.1957583729 4473019.340478649)
Fresno,POINT (443244.4190126191 4476371.280776286)
Kasanova,POINT (442943.2727477428 4474211.646946211)
Om Tandoori,POINT (443269.68973928667 4477002.215375507)
Café de los Austrias,POINT (439651.4956609135 4474303.326387155)
La Pilla,POINT (441039.97801486315 4475549.6379913185)
El Gaucho,POINT (439808.35071201884 4474924.980196093)
Sirena Verde,POINT (439891.92220315296 4474853.864599713)
La Raquetista,POINT (442558.02343541157 4474650.742596626)
Restaurante Blitz,POINT (441993.18034075206 4472024.927196005)
Restaurante La Paquita,POINT (441984.06401983154 4472018.170832382)
Andoriña,POINT (440735.78567241726 4478916.327458852)
Annapurna,POINT (441056.9339145641 4478903.246216449)
Nakama,POINT (440729.8393706744 4475547.499900492)
Poncio Willy Moya,POINT (442724.8615936995 4473624.636936363)
A picnic,POINT (442664.3668251138 4473658.47871523)
La Bobia,POINT (439955.38954594143 4473651.475033237)
Brescia,POINT (440638.51524859254 4474469.32677228)
Jimbo Smokehouse,POINT (440611.39368203934 4476888.679248767)
Casa Adriano,POINT (440156.4929774656 4478452.551164577)
La Marimorena,POINT (449603.8534390916 4467920.614522566)
Taberna La Catapa,POINT (442541.9057610445 4474523.697569481)
Lizarrán,POINT (439142.2575749868 4482054.344450173)
Bonsai Garden,POINT (439133.42947103654 4481931.896416792)
Restaurante Marysierra,POINT (441790.4658867091 4483262.562187251)
100 Montaditos,POINT (440025.6200356667 4474192.29239326)
Restaurante Fartucu,POINT (439595.9822691908 4478397.996251124)
El Barril,POINT (442931.45565470203 4475090.016170663)
Pelotari,POINT (441406.3886156828 4474849.2326996)
Leña Bar y Restaurante,POINT (440643.1041878771 4473802.6075403625)
Zen Market,POINT (441584.57300072 4478178.885619465)
La Casa de las Torrijas,POINT (440251.25461490924 4474084.268575991)
Bar Pichi Sushi,POINT (443792.86192005465 4472193.942996193)
La Parrilla Sanabresa,POINT (441824.5899619727 4480156.661516118)
El Chalán del Norte,POINT (443694.6565004895 4472016.7933920175)
Radhuni,POINT (444383.43603744684 4482724.696063597)
Restaurante Dans le noir,POINT (439631.82603063056 4474181.821282566)
Croqueta y Presumida,POINT (439510.8197477653 4476449.105135254)
vinitus,POINT (440821.4177445594 4474530.510567559)
Pizza 3 Cruces,POINT (440326.68035453564 4474532.634180246)
Bresca,POINT (440649.4557419355 4473574.871975539)
El pescador,POINT (442924.31984198734 4475693.5774142295)
Sacha,POINT (441713.8679997173 4479129.752031925)
El Pelotari,POINT (441402.9144232388 4474851.935113153)
El Corner,POINT (442926.87066663755 4475044.938224117)
Lobito de Mar Madrid,POINT (441760.0474319727 4475022.2661221195)
Ochenta Grados,POINT (441473.14489394904 4477929.246331258)
Distrito 798,POINT (441333.21450267686 4479235.74039929)
El Gran Barril,POINT (442906.3355911174 4475125.585113493)
Nos Caeli,POINT (443219.36295955855 4475221.569538793)
Ginos,POINT (438984.24915316835 4480819.310734333)
Casa Jacinto,POINT (439625.07105492655 4474840.068658794)
Las Reses,POINT (441217.8538021142 4475431.217488663)
BBQ Burguer,POINT (441910.9882789741 4472240.292776846)
Pintxoterapia,POINT (445788.80338579457 4480720.143100681)
Deleite Restaurante,POINT (450646.0564586615 4480367.695879508)
Taberna El Callejon,POINT (450614.65039357205 4480395.010535611)
Aquí Galicia,POINT (443084.68123135006 4475540.945397297)
Punto de Encuentro 2,POINT (443444.04696095467 4482144.148271833)
Rincon De Manoteras,POINT (443445.8096656857 4482141.881495952)
Chipa,POINT (440354.89324260555 4478475.944647458)
El Capirote de Granada,POINT (440846.0900633604 4476887.155218649)
Taberna El Sur de Huertas,POINT (440657.492188403 4473907.350354069)
Maca,POINT (440436.32258479204 4472245.506946991)
La Vivaracha,POINT (433244.69178964366 4477464.979400968)
La Castañal Marisquería,POINT (440212.2526183658 4479046.739247347)
Da Fa,POINT (440553.9219964397 4471138.698024662)
Brasa y leña,POINT (440480.5943551968 4471442.647688881)
Orient,POINT (440474.94059698534 4471451.0845962595)
Wanderlust,POINT (440493.4587412146 4471424.08534979)
El Caribe,POINT (438475.4146919901 4475117.1442513205)
La Tagliatella,POINT (440486.119603274 4471436.198814157)
Casa Carmen,POINT (440470.4562237813 4471459.27911825)
Oktoberfest Biergarten,POINT (438910.3661528857 4474817.263998491)
Guasa,POINT (440705.8575432903 4475182.899367748)
Casa Suecia,POINT (440931.70260754647 4474374.287183769)
La rebelión de los mandiles,POINT (439494.0976004347 4474088.498033512)
Primadonna,POINT (440736.59252640937 4473271.235358285)
Donde siempre,POINT (442721.81534983625 4472975.809131945)
Taberna el Zorzal,POINT (439695.67915028846 4474340.857474859)
Horno de Juan,POINT (442533.729574554 4475008.723704865)
Kaia,POINT (442539.76824786764 4478857.294331988)
Coque,POINT (441429.7238179775 4475789.885916545)
Habesha,POINT (441032.20544170024 4473061.945108331)
Zuppa,POINT (440556.8241330768 4473852.32261148)
Zuppa,POINT (440673.040758815 4473780.280333669)
Montemayor,POINT (445052.50185988046 4476138.276960605)
Roots Lamarca,POINT (440990.12617334723 4475115.794664381)
La Tagliatella,POINT (449259.2994547459 4468800.636824909)
Miyama,POINT (439776.9971824891 4474862.979382155)
Restaurante asiático Xian,POINT (443725.6704257003 4476518.04154858)
La Parisiena,POINT (443105.94518190646 4473299.142113743)
Ocafú Taberna Gallega Sagasta,POINT (440800.7702545004 4475490.070503423)
Airiños,POINT (448693.8347587005 4475358.62470879)
Tandem,POINT (440947.5920659962 4473796.673325178)
Tacazzo,POINT (442638.7477126655 4474272.548567145)
Acqua In Bocca Trattoria,POINT (443108.15099927015 4473451.203195079)
Nacho Bravo,POINT (441034.973103843 4471499.768154351)
El Rincón Venezolano,POINT (439855.8305654167 4478101.501528765)
Sanabria,POINT (439818.55237720965 4478187.03256355)
Elcano,POINT (443122.55909636756 4477493.990441153)
100 Montaditos,POINT (439170.2855053809 4476238.3841928)
Restaurante Asia Xuan,POINT (443225.9504256676 4472367.98369826)
Taberna Ipuzcoa,POINT (443106.68189894827 4476301.203782217)
Las Costillas,POINT (443425.34434823034 4471815.779504396)
Healthy Poke,POINT (439965.90034819907 4473930.961093743)
Mercado chamberi (juanchos),POINT (440835.16985852236 4476411.898824471)
El Sabroso,POINT (443525.35331925 4472492.847110628)
Dimibang,POINT (439255.8407213398 4475929.045527955)
Mola Grill,POINT (442873.85700434964 4476046.451043329)
Terraza Moscardó,POINT (440091.0136711156 4471196.416978854)
Carlos,POINT (441189.25556971476 4467866.221790539)
El Rincón del Quijote,POINT (441057.49037341034 4467707.162668658)
Uzhin,POINT (441030.00148681185 4480086.652303585)
Paradis Madrid,POINT (440972.29669619736 4474222.987577344)
Amano,POINT (440631.86014958424 4473896.730133552)
Ruta 108,POINT (443130.9721270685 4473404.751814381)
SabeaPeru,POINT (445449.6746001997 4472537.938429033)
El jardín secreto,POINT (445150.98354109796 4472847.889150859)
Lima Limón,POINT (442823.1409076852 4473934.570084191)
La Tagliatella,POINT (443146.83329521655 4473654.594232121)
Txokopunkos,POINT (439607.7258672189 4481532.718092522)
La Mesa Puesta,POINT (439622.4332459522 4481450.941807267)
100 Montaditos,POINT (440293.79881686385 4474038.705567103)
Ramen Shifu,POINT (439965.45842500177 4473936.1708447)
Tierra Burrito Bar,POINT (441770.75042418373 4476563.208360867)
Chicago 40,POINT (436176.0171703319 4471289.102807004)
Cordero,POINT (439411.9463399354 4470336.752643887)
He Lao Tai,POINT (440210.5210955228 4470548.2208592165)
La paella de Dolores,POINT (446900.3754592934 4469844.98670583)
La tertulia,POINT (444400.10213663714 4472799.513656069)
Chifa,POINT (441001.6203722447 4477271.144864961)
Beefcious,POINT (448249.8563441707 4468900.379397815)
La Tajada,POINT (442283.23703098507 4478615.196963029)
cerveceria Pittu,POINT (441754.11779731436 4475059.432727055)
Medina,POINT (439039.23696729017 4480449.571814945)
El Perro Gamberro,POINT (443355.02087701636 4475293.584939539)
Los Fogones,POINT (452653.7711751532 4472556.120286416)
Le Parisien,POINT (441355.1729052682 4472589.5017874)
Casa Egido,POINT (441349.5156149822 4472506.32479488)
Al son de Cuba,POINT (441401.35923763557 4472718.152052688)
Bar Noa,POINT (441278.26047289843 4472853.898364264)
Mad Mad Vegan,POINT (440738.34912093345 4474915.738012515)
Qué Chevere,POINT (439050.70708241034 4482073.55071038)
New York Burguer,POINT (441354.9332929505 4477962.207795918)
El Perejil,POINT (448077.7479401962 4481959.483632261)
Restaurante La Madreña Castellana,POINT (441435.8225622492 4476711.1380419005)
Arrocería Marina Ventura,POINT (440704.79812530865 4474095.453980428)
Udaipur Indian Cuisine,POINT (441445.98961238086 4476673.926811926)
El Lugar de Martina,POINT (440146.64017468086 4474776.275116775)
Yakitoro by Chicote,POINT (441474.0115778581 4477955.503801595)
Pollos al carbón El Leñazo,POINT (439060.1568760994 4475885.476679714)
La Vaquería Montañesa,POINT (441235.7525109607 4475581.502144201)
Tres Cerditos,POINT (441097.9115263447 4472108.80763825)
La Suerte,POINT (448753.8407328109 4468279.366816421)
Cocina Morenoti,POINT (445166.69923028606 4481107.41595666)
